claimID,policyID,claimAmount,claimDate,claimStatus,description,payoutDate
CL24297,P12591,1259,2024-08-23,Closed,Heavy week determine trouble.,2024-08-06
CL24298,P13562,4987,2022-07-02,Rejected,Positive religious beat.,
CL24299,P17753,9122,2025-05-09,Open,Picture no.,
CL24300,P12914,6438,2024-06-05,Rejected,By born up.,
CL24301,P15724,17198,2023-12-26,Rejected,Guess rule simple experience.,
CL24302,P17145,13426,2023-06-26,Closed,Difficult mission I country.,2023-07-30
CL24303,P15003,12071,2023-05-31,Rejected,Believe enough.,
CL24304,P17673,3408,2024-12-11,Open,Question pressure with already.,
CL24305,P13914,14281,2022-12-11,Open,Call scientist model.,
CL24306,P12071,11323,2023-10-21,Closed,Dark network cell wife.,2024-12-04
CL24307,P17646,9870,2023-11-28,Closed,Success speech true.,2025-03-12
CL24308,P10349,10682,2025-02-28,Closed,Wrong there kid agreement.,2024-08-28
CL24309,P10488,10740,2025-02-07,Open,Work because region.,
CL24310,P14987,9862,2022-07-05,Rejected,Nothing value sport plant.,
CL24311,P11536,19226,2022-08-27,Rejected,Raise market bill.,
CL24312,P13765,11791,2023-08-05,Rejected,Student in everything lawyer still.,
CL24313,P14821,10004,2023-05-11,Closed,Stock past indicate.,2024-01-16
CL24314,P10644,1237,2025-03-10,Closed,Head by.,2024-07-12
CL24315,P12362,6765,2024-06-26,Rejected,Maintain hundred ago find audience.,
CL24316,P16799,2029,2024-04-02,Closed,Appear large debate which.,2023-12-09
CL24317,P12846,18065,2023-02-17,Rejected,Both write economic interesting.,
CL24318,P10233,6001,2023-12-18,Closed,Together stuff only.,2025-06-05
CL24319,P15719,17173,2024-06-03,Closed,Yard training seat.,2023-09-15
CL24320,P11409,11401,2023-10-06,Rejected,Report pattern defense get three.,
CL24321,P15038,8755,2025-01-09,Rejected,Physical dark individual worker safe.,
CL24322,P12327,13742,2022-08-18,Rejected,Area mean all.,
CL24323,P12572,3557,2023-11-03,Rejected,Bank week.,
CL24324,P10188,2866,2023-08-20,Closed,Black long.,2023-08-20
CL24325,P15800,14787,2022-12-16,Closed,Seat common manager happy.,2025-01-04
CL24326,P17649,18497,2024-11-11,Open,Response charge.,
CL24327,P16489,9078,2023-04-03,Closed,Home tend leg now.,2023-11-27
CL24328,P11565,6851,2024-06-04,Closed,Pass but time.,2024-06-15
CL24329,P15425,16404,2023-10-29,Closed,Big figure plant.,2025-04-18
CL24330,P13736,4499,2023-08-27,Rejected,Moment offer per push.,
CL24331,P14099,16412,2022-06-20,Closed,Throw condition real agree.,2024-08-09
CL24332,P15378,8790,2023-04-21,Closed,Buy whether.,2024-01-17
CL24333,P15861,12318,2022-12-11,Rejected,Cause central.,
CL24334,P10252,1759,2024-10-23,Closed,Hair produce work pass pattern.,2023-12-25
CL24335,P14085,18146,2024-08-11,Closed,Simple financial speech member avoid.,2023-10-28
CL24336,P12983,16312,2024-09-27,Open,Star identify forward.,
CL24337,P14001,16606,2023-04-18,Closed,Expect network air.,2023-12-04
CL24338,P12562,10377,2022-08-08,Open,Myself federal child blood.,
CL24339,P13313,16977,2024-08-15,Rejected,Site former.,
CL24340,P16583,13122,2022-12-25,Rejected,Benefit room newspaper eat.,
CL24341,P16764,542,2023-10-31,Closed,Brother tough.,2023-09-08
CL24342,P14434,9812,2024-11-26,Closed,Light mention environmental rate city.,2024-07-11
CL24343,P16904,1023,2024-06-19,Closed,Mind art garden ever.,2024-11-16
CL24344,P12062,12919,2024-10-29,Rejected,Amount our develop.,
CL24345,P17746,15804,2022-12-03,Rejected,Visit move level.,
CL24346,P10775,19164,2024-06-18,Closed,Suggest here type.,2025-04-12
CL24347,P10861,6168,2023-06-29,Rejected,Pretty individual game.,
CL24348,P15684,3933,2022-08-23,Rejected,Cause just medical great imagine.,
CL24349,P15691,4488,2025-02-22,Rejected,Per treat be couple.,
CL24350,P11310,957,2025-03-22,Rejected,Detail compare discover window south.,
CL24351,P16669,6618,2024-12-31,Closed,Yard eight recognize policy.,2024-07-02
CL24352,P15846,3631,2024-05-09,Open,Final so former someone.,
CL24353,P13346,5786,2024-09-21,Closed,Ground far head.,2023-10-16
CL24354,P10559,4147,2025-01-09,Closed,Coach quickly member.,2024-02-04
CL24355,P15594,3510,2025-02-02,Rejected,School product.,
CL24356,P11398,16080,2022-08-07,Rejected,Should option simple.,
CL24357,P12797,4627,2024-10-04,Closed,Dinner discussion financial beyond enough.,2023-11-15
CL24358,P12367,9633,2022-08-01,Closed,Might end lead hotel from.,2023-11-15
CL24359,P12267,12254,2023-06-13,Closed,Develop method billion government design.,2024-07-23
CL24360,P15210,2542,2024-10-28,Rejected,Future consider let new.,
CL24361,P17036,14275,2023-05-02,Closed,Third above cultural.,2024-01-14
CL24362,P14013,7298,2022-06-26,Closed,Free very agency.,2024-07-16
CL24363,P10030,9907,2025-05-08,Closed,Person everyone anything.,2024-06-17
CL24364,P12181,16809,2022-08-05,Rejected,Trouble pattern character book sea.,
CL24365,P17690,13000,2025-01-10,Rejected,Month front place.,
CL24366,P11056,14657,2024-10-20,Open,Tree thought compare admit avoid.,
CL24367,P12610,14810,2023-11-24,Closed,Admit attorney likely kind.,2024-02-14
CL24368,P14619,3677,2024-05-23,Rejected,Resource exactly.,
CL24369,P13511,14523,2023-07-02,Open,Body night road church argue.,
CL24370,P12524,19941,2025-03-15,Closed,Beautiful trouble including.,2024-12-09
CL24371,P14206,3597,2022-08-03,Closed,Forward small.,2024-10-14
CL24372,P11418,11024,2023-08-19,Closed,Pressure reduce.,2023-07-09
CL24373,P14702,5615,2022-11-19,Open,Wrong quite direction.,
CL24374,P10932,15357,2022-07-08,Open,Parent about wish speak.,
CL24375,P14028,6974,2024-08-20,Rejected,Staff possible never current service.,
CL24376,P10377,4607,2024-03-04,Open,Image strategy.,
CL24377,P11405,5981,2024-10-23,Closed,Relate camera finally.,2025-01-12
CL24378,P12298,9455,2024-07-07,Open,Way show.,
CL24379,P14446,13169,2024-08-07,Open,Action discuss truth meet.,
CL24380,P14322,6132,2025-04-18,Open,Total voice girl work.,
CL24381,P12941,18963,2023-10-20,Open,Bit threat own.,
CL24382,P14686,14479,2024-05-16,Open,Few suffer.,
CL24383,P17468,10936,2024-02-14,Open,Personal win democratic new.,
CL24384,P10416,3397,2024-10-05,Rejected,Democratic child finally program itself.,
CL24385,P14604,16419,2023-10-29,Closed,Of today several appear.,2024-08-20
CL24386,P14840,17581,2022-11-27,Rejected,Also table small data.,
CL24387,P11364,13356,2023-09-06,Rejected,Thousand here hospital drug.,
CL24388,P10072,7382,2024-09-09,Rejected,Old one year the condition.,
CL24389,P12655,4009,2023-07-21,Open,Position and.,
CL24390,P15904,5431,2023-05-06,Open,Either I front local wear.,
CL24391,P13061,13028,2023-11-22,Closed,Number front clear soldier main.,2025-02-23
CL24392,P15527,3088,2024-08-03,Open,Realize consumer.,
CL24393,P14350,949,2024-08-13,Open,Physical late character check.,
CL24394,P17558,9350,2022-10-11,Rejected,Each rule let.,
CL24395,P14337,558,2023-09-07,Closed,Carry try ever.,2024-04-25
CL24396,P15942,1174,2025-02-02,Closed,Right simply.,2024-02-18
CL24397,P12489,3371,2024-06-20,Open,Accept phone.,
CL24398,P13503,1388,2022-08-07,Open,Woman recent young him.,
CL24399,P11975,988,2025-03-12,Open,Opportunity truth blood too.,
CL24400,P15829,4091,2023-09-08,Open,Term key describe system member.,
CL24401,P10919,17795,2023-05-24,Rejected,Former result best member today.,
CL24402,P17351,19781,2023-01-11,Open,Remember member town fact.,
CL24403,P10940,16363,2022-12-31,Open,Enough game.,
CL24404,P12507,12566,2023-12-13,Closed,Feel might both.,2024-06-11
CL24405,P13791,13788,2022-10-23,Open,Hair process room.,
CL24406,P17937,1084,2023-07-14,Rejected,Apply letter five heart.,
CL24407,P17639,15806,2024-01-25,Open,Million language bank range may.,
CL24408,P11068,7217,2023-07-21,Open,Chance thank move.,
CL24409,P15491,12531,2025-02-11,Rejected,List simply follow force individual.,
CL24410,P17538,10587,2023-05-05,Rejected,Impact goal week behavior.,
CL24411,P10504,16878,2025-06-17,Rejected,Wish step across financial.,
CL24412,P15587,16381,2024-08-27,Open,That choice whatever matter catch.,
CL24413,P17389,7064,2022-10-02,Rejected,Quite toward charge forget various.,
CL24414,P16694,9430,2024-02-17,Rejected,Animal line natural long military.,
CL24415,P17021,7302,2025-02-10,Rejected,Total report site.,
CL24416,P12966,14223,2022-07-05,Open,He democratic.,
CL24417,P11362,6885,2022-07-20,Open,Look unit.,
CL24418,P16097,10841,2023-12-27,Open,Compare evening today.,
CL24419,P14493,4118,2024-01-30,Open,Ever series case around season.,
CL24420,P17066,18466,2024-10-14,Rejected,Call consumer former.,
CL24421,P15057,6441,2022-10-27,Open,Off world.,
CL24422,P10842,17138,2023-12-23,Open,Commercial conference part issue class.,
CL24423,P15715,19810,2023-01-09,Open,Chair drop work back.,
CL24424,P11820,16700,2022-11-16,Open,Computer test spend age.,
CL24425,P10498,5769,2025-03-04,Open,Design voice exist house.,
CL24426,P12061,13419,2023-06-12,Open,Indicate detail.,
CL24427,P15431,6653,2024-02-14,Open,Up foreign short organization.,
CL24428,P12682,17685,2025-05-25,Open,May miss quickly vote.,
CL24429,P15917,634,2023-12-17,Closed,Point trial treat.,2024-11-11
CL24430,P10751,14809,2025-02-02,Rejected,Visit skin.,
CL24431,P10992,16800,2025-04-10,Rejected,Argue factor create.,
CL24432,P10405,2638,2024-06-04,Open,Herself instead oil.,
CL24433,P12240,10395,2024-02-13,Open,Soldier usually apply.,
CL24434,P17948,3120,2023-06-22,Closed,Thought method hot.,2025-01-20
CL24435,P10152,15030,2024-06-03,Rejected,Run nearly trial feel.,
CL24436,P10408,5416,2023-06-12,Open,Say brother foot.,
CL24437,P14335,7078,2024-07-25,Open,Behavior probably plant factor.,
CL24438,P10727,14536,2023-12-05,Open,Child media family.,
CL24439,P14281,10282,2024-11-07,Closed,Police strong.,2023-09-11
CL24440,P17660,2607,2024-05-12,Closed,Arrive hope music.,2024-08-25
CL24441,P11082,1278,2025-06-04,Open,Account much thank improve.,
CL24442,P14452,8580,2023-05-03,Closed,Either girl job garden.,2025-05-20
CL24443,P16093,13242,2025-06-13,Closed,Kid paper.,2024-06-14
CL24444,P14117,6830,2022-12-19,Rejected,History age same.,
CL24445,P16875,1984,2022-08-19,Closed,Heavy computer a them just.,2023-08-17
CL24446,P15307,9494,2023-10-15,Open,Vote should above item.,
CL24447,P14771,18475,2025-01-26,Open,Anything organization name just.,
CL24448,P14414,2385,2022-09-22,Closed,Point executive thank most short.,2024-01-07
CL24449,P12844,709,2022-08-10,Rejected,Even century say key.,
CL24450,P13151,2817,2023-03-01,Closed,Shoulder low.,2023-12-30
CL24451,P17957,12977,2023-10-18,Open,Everything affect across consider.,
CL24452,P17503,7258,2022-06-21,Rejected,Clear investment race.,
CL24453,P10871,3380,2025-04-09,Closed,Western home foot.,2024-10-06
CL24454,P16863,15325,2024-01-23,Rejected,Improve father.,
CL24455,P12951,6759,2023-01-23,Closed,Service action in.,2024-11-27
CL24456,P16710,12637,2025-01-18,Closed,Owner professional.,2024-02-08
CL24457,P11587,6132,2024-04-17,Open,Money in.,
CL24458,P12158,7728,2023-04-10,Open,Sport film.,
CL24459,P10072,11174,2023-04-08,Closed,So style ago.,2025-04-26
CL24460,P16661,14281,2022-10-02,Closed,The so difficult.,2023-11-28
CL24461,P16729,14949,2025-03-21,Closed,Herself if arrive instead.,2024-01-13
CL24462,P13843,7422,2024-08-31,Closed,Space international almost possible.,2023-10-26
CL24463,P15597,10070,2023-06-20,Rejected,Anyone she whole use especially.,
CL24464,P17944,13813,2023-12-03,Open,Feel know boy we.,
CL24465,P12089,17637,2023-07-08,Closed,Only type role order.,2024-09-05
CL24466,P10551,17466,2022-12-26,Open,Night lead whatever reveal.,
CL24467,P10696,15408,2025-04-24,Open,Serious painting hundred.,
CL24468,P14266,3964,2025-04-10,Open,Even technology life company.,
CL24469,P15658,15383,2023-09-30,Open,World international big.,
CL24470,P14284,9429,2024-05-03,Open,More responsibility chance.,
CL24471,P16066,2956,2025-05-05,Rejected,Attention economic imagine.,
CL24472,P16991,16330,2023-11-17,Open,Road total inside.,
CL24473,P13820,16197,2024-10-27,Open,Direction ability.,
CL24474,P11148,15976,2024-06-21,Rejected,Skin one wife ready food.,
CL24475,P13720,15106,2022-08-25,Open,Boy door Mrs mean red.,
CL24476,P10589,15601,2023-01-08,Open,Just easy.,
CL24477,P15401,18543,2025-02-08,Open,Difference order.,
CL24478,P14752,11526,2023-02-12,Rejected,Deep free.,
CL24479,P13930,10510,2025-03-26,Open,Actually stock simply.,
CL24480,P16297,12608,2024-08-28,Open,Green painting clearly total.,
CL24481,P12999,5141,2023-01-04,Open,Clearly huge though.,
CL24482,P16133,10858,2023-05-04,Open,Such against sell response.,
CL24483,P14462,2504,2024-06-09,Open,Financial present again while.,
CL24484,P10046,527,2023-12-14,Open,Series want daughter take.,
CL24485,P10989,7663,2024-10-10,Closed,Spring federal short event.,2024-07-13
CL24486,P11385,515,2023-04-20,Closed,Rest tax paper to.,2025-04-06
CL24487,P15754,14275,2022-06-28,Open,Of father save.,
CL24488,P12400,12136,2025-05-28,Closed,Surface billion house.,2025-01-30
CL24489,P16080,8660,2023-12-18,Open,My especially believe.,
CL24490,P11859,12786,2022-07-02,Closed,Gun technology well.,2024-08-05
CL24491,P17414,8453,2025-06-18,Closed,Next per the discussion style.,2024-06-25
CL24492,P12652,1121,2022-08-17,Open,Meet community painting structure.,
CL24493,P17933,17368,2023-12-21,Open,Nature fly one.,
CL24494,P15349,13841,2022-12-04,Open,Fear program expert.,
CL24495,P12834,7971,2023-02-22,Closed,Hold spring matter personal how.,2025-03-20
CL24496,P14628,8093,2024-11-03,Closed,Without Mr difference Mrs.,2025-04-27
CL24497,P10875,11568,2023-03-21,Open,Home thus.,
CL24498,P11214,18411,2022-09-24,Open,Can again consumer buy.,
CL24499,P15046,6993,2023-06-22,Closed,Eight main.,2025-05-08
CL24500,P17459,8914,2023-05-11,Rejected,Science lose cost Democrat.,
CL24501,P12170,10246,2022-11-27,Rejected,Young administration senior whose top.,
CL24502,P15820,8091,2024-10-22,Rejected,Image pull true.,
CL24503,P12177,3591,2025-04-26,Closed,Argue black.,2024-05-01
CL24504,P14720,13617,2022-11-16,Open,Win look more movement.,
CL24505,P12946,698,2024-06-01,Open,Response professional feel focus.,
CL24506,P16735,17163,2022-11-19,Rejected,Color want.,
CL24507,P12848,18479,2024-08-18,Open,Yeah never speak.,
CL24508,P11437,3332,2024-06-08,Closed,Material situation phone despite.,2024-11-01
CL24509,P10334,16473,2024-11-18,Open,Hit act box will.,
CL24510,P16417,2831,2022-08-16,Open,Fight indeed thought.,
CL24511,P11734,10850,2022-07-07,Closed,Mr get fear religious.,2024-01-18
CL24512,P12642,5326,2023-03-09,Open,Road pay.,
CL24513,P14539,2293,2023-11-07,Closed,Girl media white deep star.,2024-12-19
CL24514,P15827,7049,2025-01-21,Closed,Pretty effect.,2023-11-04
CL24515,P14896,9446,2025-02-10,Open,To radio.,
CL24516,P15289,15455,2024-09-25,Closed,List win vote.,2023-07-01
CL24517,P14189,16576,2024-10-09,Closed,Trouble remain stage seven your.,2023-08-17
CL24518,P10673,19942,2023-10-24,Open,Away foot office.,
CL24519,P14258,19719,2024-03-03,Rejected,Probably do.,
CL24520,P15790,16689,2022-10-08,Closed,Skin hotel.,2024-01-05
CL24521,P15898,1793,2024-03-22,Closed,Thus every.,2023-07-18
CL24522,P15446,15780,2022-11-21,Open,Own idea white.,
CL24523,P14228,8418,2024-10-22,Rejected,Bill than within leave.,
CL24524,P17217,14370,2022-08-12,Open,Field throughout development level.,
CL24525,P14568,16420,2024-11-06,Open,True same let.,
CL24526,P16819,3590,2022-06-19,Open,Compare pressure.,
CL24527,P17367,13229,2022-06-29,Closed,Describe black Republican mission Mr.,2025-02-26
CL24528,P14900,10180,2025-04-29,Closed,Student anyone part.,2025-01-18
CL24529,P11848,16120,2022-07-09,Rejected,Artist yourself radio word.,
CL24530,P14688,10212,2024-03-08,Closed,Believe cut can technology economy.,2024-04-02
CL24531,P14402,12506,2024-01-10,Closed,Month pressure produce matter.,2025-06-16
CL24532,P13508,18402,2025-02-09,Closed,Day expert on.,2023-12-23
CL24533,P14775,12466,2023-09-02,Open,Catch attorney.,
CL24534,P16186,19169,2023-02-05,Closed,Simple series unit color.,2023-10-13
CL24535,P17945,17266,2024-03-31,Closed,Only ball local generation.,2025-03-20
CL24536,P17272,6218,2023-09-06,Closed,Assume picture back.,2024-07-31
CL24537,P17910,712,2024-05-25,Closed,Respond consumer better purpose.,2025-04-01
CL24538,P17601,4278,2024-02-04,Rejected,Interest need growth scene job.,
CL24539,P14913,9589,2022-12-13,Closed,Fish serve.,2023-11-14
CL24540,P16077,1950,2025-06-01,Rejected,Company someone.,
CL24541,P16616,14782,2025-01-01,Open,Be guess message thus.,
CL24542,P14559,3022,2025-05-07,Rejected,White fear protect more.,
CL24543,P15697,4531,2023-12-30,Rejected,Against town top.,
CL24544,P13860,7714,2023-04-10,Open,Brother control evidence suffer.,
CL24545,P15955,7925,2023-06-28,Open,Center one pay.,
CL24546,P14061,11615,2024-12-20,Open,Last might take.,
CL24547,P10589,16887,2025-03-04,Rejected,Rather be.,
CL24548,P12131,8468,2024-09-12,Open,Interest so mean project.,
CL24549,P13938,829,2025-04-13,Closed,Treatment financial result.,2025-03-06
CL24550,P11615,3930,2023-08-16,Open,These piece against.,
CL24551,P14754,3716,2024-08-01,Closed,Pay rate west hope these.,2025-03-04
CL24552,P16603,4925,2022-10-31,Rejected,Sound production.,
CL24553,P17895,6140,2023-07-19,Closed,Place east.,2024-06-30
CL24554,P11725,10895,2023-09-14,Open,Item fast.,
CL24555,P10205,8845,2024-09-30,Open,He small tax security protect.,
CL24556,P17605,1497,2024-11-02,Open,Mr fly positive white worker.,
CL24557,P11470,7888,2022-10-06,Rejected,Hour challenge design.,
CL24558,P15165,6966,2025-06-07,Open,Real will eye.,
CL24559,P16304,18106,2022-08-19,Rejected,Apply rise.,
CL24560,P13770,11570,2022-06-21,Rejected,Size while.,
CL24561,P15067,9929,2022-07-20,Open,Pm benefit politics machine.,
CL24562,P17681,8901,2025-05-09,Rejected,Policy between.,
CL24563,P16339,12976,2022-12-01,Open,Shake close.,
CL24564,P15292,7822,2022-12-18,Open,Prove officer which consumer particular.,
CL24565,P17520,8409,2022-09-19,Closed,Social late claim wonder.,2023-10-06
CL24566,P13665,16093,2025-04-20,Open,Yourself project answer parent.,
CL24567,P10545,7741,2024-10-12,Rejected,Within program.,
CL24568,P17914,12922,2022-08-06,Rejected,Tax arrive.,
CL24569,P14714,14952,2024-05-21,Open,Process second.,
CL24570,P16613,14479,2023-05-10,Open,Score hospital line.,
CL24571,P16715,4205,2023-10-16,Open,If learn material nothing.,
CL24572,P11311,12854,2024-08-21,Open,Order product establish.,
CL24573,P14299,16351,2023-08-14,Closed,Figure affect leave practice.,2024-10-24
CL24574,P15789,18993,2023-11-11,Closed,Official allow a.,2024-03-19
CL24575,P10221,4869,2022-10-14,Rejected,According method.,
CL24576,P11070,5077,2025-04-30,Closed,Mr control forget reveal respond.,2024-07-17
CL24577,P11203,5103,2023-03-21,Open,Manager see cultural.,
CL24578,P13048,10390,2024-05-04,Rejected,Discussion interview.,
CL24579,P17228,9232,2025-05-12,Closed,Program per my.,2025-01-23
CL24580,P10316,4704,2023-06-23,Rejected,Main over many they.,
CL24581,P17128,18898,2023-07-29,Closed,Human cultural between.,2025-04-21
CL24582,P13883,14563,2023-02-12,Open,Each still read series.,
CL24583,P16578,11514,2024-08-11,Open,Such dinner glass.,
CL24584,P16199,5955,2025-02-01,Rejected,Attack open PM.,
CL24585,P13881,17551,2024-02-18,Rejected,Under measure set.,
CL24586,P13668,6773,2022-08-24,Closed,Defense pull.,2024-11-12
CL24587,P11332,13295,2023-12-15,Rejected,National during though.,
CL24588,P15414,3963,2022-12-06,Closed,Reason voice home.,2023-09-04
CL24589,P11762,5185,2025-04-29,Rejected,Everybody see probably during.,
CL24590,P15242,18746,2023-06-28,Rejected,Seek enter security camera bag.,
CL24591,P12556,6979,2023-03-21,Open,Class above attorney.,
CL24592,P14455,19017,2024-02-04,Closed,Reach organization clearly coach effect.,2023-10-27
CL24593,P14519,7256,2022-10-08,Open,Give resource head guess beyond.,
CL24594,P13164,11040,2025-01-26,Open,Stage international of artist easy.,
CL24595,P11925,13365,2024-11-16,Rejected,Catch beautiful.,
CL24596,P13263,14898,2024-08-16,Closed,Yet morning.,2025-06-12
CL24597,P13596,17964,2022-11-12,Open,Reality light agree crime.,
CL24598,P10994,10582,2025-01-14,Rejected,Too item task leader.,
CL24599,P11520,4212,2023-07-05,Open,Newspaper room.,
CL24600,P10851,6802,2024-07-12,Rejected,Television court eye movie form.,
CL24601,P17115,2893,2024-01-22,Open,About entire message be.,
CL24602,P12391,2713,2023-01-24,Closed,Six agency senior should artist.,2023-07-29
CL24603,P13453,11017,2023-03-09,Open,Mrs big look year.,
CL24604,P16390,8198,2023-12-06,Rejected,Scene scene section but.,
CL24605,P17711,15798,2022-10-22,Rejected,Just environment task human mission.,
CL24606,P16508,2351,2022-07-07,Closed,White dream.,2025-01-30
CL24607,P11330,7675,2025-02-15,Rejected,Poor realize plan left.,
CL24608,P13517,3219,2023-10-30,Closed,Fire probably.,2024-05-19
CL24609,P12423,17719,2023-02-19,Rejected,New race game hour.,
CL24610,P17073,2700,2024-01-06,Open,Else without age.,
CL24611,P13189,6639,2022-09-10,Rejected,Degree least population whose pay.,
CL24612,P12331,5441,2022-12-11,Closed,Quickly resource.,2023-08-11
CL24613,P12683,14052,2023-05-19,Closed,Collection property open tree.,2025-05-08
CL24614,P16999,12669,2024-01-14,Open,Agent then appear condition.,
CL24615,P15643,18719,2024-08-01,Rejected,Time good new certainly.,
CL24616,P15737,17543,2023-05-16,Rejected,Concern capital south.,
CL24617,P14769,14743,2023-12-20,Open,Politics dark budget kitchen.,
CL24618,P14668,16090,2024-07-15,Open,Carry open say social natural.,
CL24619,P10846,7537,2022-10-22,Rejected,Benefit treat student.,
CL24620,P12706,5269,2024-12-06,Open,Whether continue rich prepare.,
CL24621,P14170,2920,2022-06-25,Closed,Want information course.,2024-07-19
CL24622,P15290,19228,2022-08-13,Closed,Special question record.,2024-10-09
CL24623,P13105,18270,2024-07-10,Rejected,Change guess education.,
CL24624,P16455,2265,2025-05-25,Closed,Remember military four people.,2024-03-09
CL24625,P11213,6058,2023-08-12,Closed,Series but military Congress.,2025-05-28
CL24626,P10298,16903,2023-11-19,Rejected,Wife speech explain.,
CL24627,P13074,6382,2023-03-31,Rejected,Population town.,
CL24628,P17403,12309,2023-12-23,Closed,Black agree price because.,2023-08-18
CL24629,P16171,8780,2025-01-30,Open,Wonder degree stay big.,
CL24630,P17803,4500,2024-02-28,Rejected,Move analysis certainly visit.,
CL24631,P14757,6209,2022-06-21,Closed,Politics late strategy.,2025-04-10
CL24632,P15115,19240,2025-04-15,Rejected,Idea necessary.,
CL24633,P14032,10004,2023-01-16,Closed,List property travel accept.,2024-04-02
CL24634,P15728,10669,2022-12-18,Rejected,Life government.,
CL24635,P10068,12954,2024-06-02,Open,Woman prevent economic.,
CL24636,P11224,4653,2023-01-07,Closed,Space year spend sense.,2024-10-04
CL24637,P10212,8810,2023-09-23,Rejected,Mother write where physical speech.,
CL24638,P15369,6267,2023-11-10,Rejected,Bit everyone should media right.,
CL24639,P14638,17497,2023-01-24,Closed,Teach meet our choose candidate.,2023-12-18
CL24640,P10331,15240,2024-10-11,Open,College fast husband should.,
CL24641,P12011,12312,2023-02-05,Closed,Strong skill side long raise.,2024-08-10
CL24642,P14865,14515,2024-03-09,Rejected,Space save.,
CL24643,P10252,14771,2023-08-15,Open,Somebody hit.,
CL24644,P13461,19296,2024-08-03,Closed,Well couple language.,2024-02-09
CL24645,P17422,13441,2022-06-30,Rejected,Address sound.,
CL24646,P15494,7446,2023-03-02,Closed,Provide item.,2024-11-26
CL24647,P11201,8549,2025-01-11,Open,Benefit manage form.,
CL24648,P15944,3151,2024-07-22,Closed,Record day safe stage.,2024-11-28
CL24649,P17799,2387,2023-06-12,Rejected,Five this reveal.,
CL24650,P17416,16677,2025-03-18,Rejected,Get agency.,
CL24651,P13855,13418,2023-08-07,Open,Your wonder identify item.,
CL24652,P17167,2141,2025-04-17,Closed,Voice phone run customer reveal.,2024-10-11
CL24653,P10953,13112,2025-04-26,Rejected,Season plan single machine four.,
CL24654,P13227,6871,2023-09-28,Rejected,Difficult real.,
CL24655,P10729,3196,2022-11-23,Rejected,Message eight.,
CL24656,P17676,7630,2022-07-21,Open,Various growth officer begin social.,
CL24657,P12299,19567,2022-10-31,Closed,Form cut answer security.,2025-02-21
CL24658,P10756,19222,2024-08-31,Open,Most can citizen prove decide.,
CL24659,P15372,9530,2022-11-06,Closed,Movement treat.,2024-01-22
CL24660,P16154,13833,2023-09-05,Open,Itself race discuss.,
CL24661,P13469,581,2023-01-22,Closed,Join beyond four trade.,2023-12-10
CL24662,P16493,10620,2025-03-06,Closed,Education feel game hour how.,2023-08-31
CL24663,P14396,6278,2023-05-06,Rejected,Common management kitchen.,
CL24664,P17247,6159,2024-11-14,Rejected,Everything life miss.,
CL24665,P13648,3366,2024-04-26,Open,Wear situation.,
CL24666,P10811,7833,2024-03-03,Open,True real available market.,
CL24667,P11380,6948,2025-06-09,Open,Federal after bring.,
CL24668,P15005,18660,2022-09-04,Open,Expert own serious degree.,
CL24669,P16116,9765,2022-12-11,Open,Human doctor common.,
CL24670,P14143,8276,2022-07-27,Closed,Suffer some box protect.,2025-03-24
CL24671,P12103,1134,2023-03-20,Closed,Event white open environment.,2024-05-20
CL24672,P17225,3910,2024-08-24,Closed,Measure appear.,2024-05-17
CL24673,P14657,2568,2024-01-31,Open,Theory church window different.,
CL24674,P14597,17896,2024-08-16,Rejected,National phone would personal heavy.,
CL24675,P10814,11925,2023-09-04,Open,What eat though possible.,
CL24676,P17648,13585,2023-03-19,Rejected,Five program bar minute.,
CL24677,P13506,7217,2023-10-12,Rejected,Hear such girl appear game.,
CL24678,P12161,7879,2025-03-11,Rejected,Sing herself wind.,
CL24679,P17109,17999,2023-05-20,Rejected,Debate long serve.,
CL24680,P16079,941,2024-11-15,Rejected,Send member and.,
CL24681,P16210,9516,2023-02-25,Rejected,Democrat how between father follow.,
CL24682,P13081,6454,2022-07-04,Open,Break may.,
CL24683,P16881,1235,2023-10-04,Closed,Who food Democrat board real.,2023-09-10
CL24684,P16901,7087,2023-01-09,Open,Form can sister.,
CL24685,P13033,9130,2022-06-21,Open,Personal miss reality doctor think.,
CL24686,P10707,19952,2023-10-21,Closed,Consumer fact why.,2023-07-27
CL24687,P13250,8380,2025-03-26,Open,Million TV president.,
CL24688,P11207,2455,2024-09-27,Closed,Read compare relationship according research.,2024-03-20
CL24689,P15919,18291,2024-05-28,Closed,Drive finally some laugh.,2023-11-08
CL24690,P16449,13808,2025-03-30,Rejected,Lead improve degree.,
CL24691,P17009,5651,2023-09-12,Closed,Maybe several what.,2023-06-21
CL24692,P15543,1249,2023-08-14,Closed,Point per well eight central.,2024-06-29
CL24693,P11551,1125,2022-08-04,Open,Herself lose.,
CL24694,P14286,13782,2022-11-13,Rejected,Provide oil someone mission.,
CL24695,P10923,17284,2024-10-07,Open,Character after cultural someone tax.,
CL24696,P10556,2748,2024-08-02,Rejected,Identify several ask.,
CL24697,P17117,5303,2024-12-27,Open,Someone this economic care water.,
CL24698,P11876,6371,2024-06-22,Closed,Ball any north dinner cultural.,2023-10-11
CL24699,P12366,2273,2022-07-20,Rejected,First difference leg network.,
CL24700,P17931,1319,2024-12-18,Open,Eye road tend.,
